edad,trabajo,estudios,estado-civil,trabajo,posicion-familiar,etnia,sexo,ganancias_inversiones,perdidas_inversiones,horas-trabajo_semana,pais-origen,salario
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,7688,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Farming-fishing, Soltero-a, Blanco, Hombre,0,0,45, United-States, <=50K
51, Private, Assoc-acdm, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
56, Private, 9th, Widowed, Machine-op-inspct, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
24, State-gov, Bachelors, Never-married, Machine-op-inspct, No-en-familia, Blanco, Hombre,0,0,35, United-States, <=50K
29, Private, 12th, Never-married, Handlers-cleaners, No-en-familia, Blanco, Hombre,0,0,40, Dominican-Republic, <=50K
26, Private, Some-college, Never-married, Sales, No-en-familia, Blanco, Hombre,0,0,24, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,45, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Machine-op-inspct, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
41, ?, 11th, Widowed, ?, Otro-familiar, Negro, Mujer,0,0,40, United-States, <=50K
49, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Marido, Amerindio-esquimal, Hombre,0,0,40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,60, United-States, <=50K
76, Private, 5th-6th, Never-married, Handlers-cleaners, No-en-familia, Blanco, Hombre,0,0,20, United-States, <=50K
40, ?, Masters, Married-civ-spouse, ?, Marido, Blanco, Hombre,0,0,60, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,50, United-States, >50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,15024,0,40, United-States, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Hijo-unico, Blanco, Hombre,0,0,12, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Hijo-unico, Blanco, Hombre,0,0,20, United-States, <=50K
39, Private, HS-grad, Separated, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,20, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Hijo-unico, Blanco, Hombre,10520,0,64, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Hijo-unico, Blanco, Mujer,0,0,42, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,60, United-States, <=50K
56, Federal-gov, Some-college, Separated, Other-service, No-en-familia, Negro, Hombre,0,0,40, United-States, <=50K
39, Private, 12th, Married-civ-spouse, Machine-op-inspct, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Asiatico-Pacifico-Isleno, Hombre,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, No-en-familia, Blanco, Hombre,13550,0,45, United-States, >50K
34, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Marido, Blanco, Hombre,0,0,57, United-States, >50K
42, Private, HS-grad, Never-married, Transport-moving, Soltero-a, Negro, Mujer,0,0,38, United-States, <=50K
50, Self-emp-inc, Some-college, Separated, Exec-managerial, Soltero-a, Blanco, Mujer,0,0,75, United-States, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Marido, Negro, Hombre,0,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Craft-repair, Hijo-unico, Blanco, Hombre,0,0,33, United-States, <=50K
27, ?, Bachelors, Never-married, ?, Soltero-a, Asiatico-Pacifico-Isleno, Hombre,0,0,25, Philippines, <=50K
81, ?, Bachelors, Widowed, ?, No-en-familia, Blanco, Hombre,0,0,5, United-States, <=50K
47, Private, 11th, Never-married, Machine-op-inspct, Soltero-a, Negro, Mujer,6849,0,40, United-States, <=50K
57, Private, 5th-6th, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
65, ?, Assoc-voc, Married-civ-spouse, ?, Mujer, Blanco, Mujer,0,0,56, United-States, >50K
33, Private, Masters, Never-married, Prof-specialty, No-en-familia, Negro, Hombre,0,0,50, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Soltero-a, Blanco, Mujer,0,0,48, United-States, <=50K
53, Private, Bachelors, Never-married, Exec-managerial, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
27, State-gov, Bachelors, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,50, United-States, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
39, Private, Some-college, Never-married, Prof-specialty, No-en-familia, Negro, Hombre,4787,0,40, United-States, >50K
58, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Otro-familiar, Blanco, Hombre,0,0,24, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Otro-familiar, Blanco, Hombre,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,35, United-States, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, No-en-familia, Blanco, Hombre,0,0,44, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, No-en-familia, Blanco, Mujer,0,0,40, Germany, <=50K
53, Private, Some-college, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,50, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Tech-support, No-en-familia, Blanco, Mujer,0,0,72, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Soltero-a, Negro, Mujer,0,0,40, ?, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,55, United-States, >50K
76, Private, 7th-8th, Widowed, Priv-house-serv, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,2415,40, United-States, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Hijo-unico, Negro, Hombre,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Marido, Blanco, Hombre,2885,0,40, United-States, <=50K
56, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,1977,50, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,15024,0,40, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,2407,0,40, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, No-en-familia, Blanco, Mujer,0,0,35, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
58, Private, 10th, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
38, Private, 9th, Married-civ-spouse, Other-service, Mujer, Negro, Mujer,0,0,24, Haiti, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Marido, Blanco, Hombre,0,0,40, United-States, >50K
55, Self-emp-not-inc, HS-grad, Widowed, Sales, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,60, United-States, >50K
42, Private, Some-college, Divorced, Machine-op-inspct, No-en-familia, Blanco, Hombre,0,0,45, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,46, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,50, United-States, >50K
27, Private, Some-college, Never-married, Sales, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
25, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, >50K
61, ?, Bachelors, Divorced, ?, No-en-familia, Blanco, Mujer,0,0,24, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,15024,0,50, United-States, >50K
44, Local-gov, Assoc-voc, Never-married, Tech-support, No-en-familia, Blanco, Hombre,0,1340,40, United-States, <=50K
63, Private, 7th-8th, Widowed, Other-service, No-en-familia, Blanco, Mujer,0,0,41, United-States, <=50K
46, Local-gov, Masters, Never-married, Prof-specialty, No-en-familia, Blanco, Mujer,0,0,43, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Sales, No-en-familia, Negro, Hombre,0,0,40, United-States, <=50K
43, Private, HS-grad, Separated, Exec-managerial, Soltero-a, Negro, Mujer,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,35, United-States, >50K
48, ?, 10th, Married-civ-spouse, ?, Mujer, Negro, Mujer,0,0,35, United-States, <=50K
61, Self-emp-not-inc, Assoc-acdm, Married-spouse-absent, Exec-managerial, No-en-familia, Blanco, Mujer,0,0,90, United-States, <=50K
53, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Negro, Hombre,0,1977,40, United-States, >50K
79, ?, 7th-8th, Married-civ-spouse, ?, Marido, Blanco, Hombre,1409,0,35, United-States, <=50K
44, Private, HS-grad, Never-married, Craft-repair, No-en-familia, Blanco, Hombre,0,0,30, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Marido, Negro, Hombre,0,0,50, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Hijo-unico, Blanco, Mujer,0,0,20, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, Mexico, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,40, Iran, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, United-States, >50K
51, Private, Some-college, Divorced, Adm-clerical, Soltero-a, Blanco, Mujer,0,2547,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,7298,0,60, United-States, >50K
59, Private, Some-college, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,34, United-States, <=50K
46, Private, Some-college, Married-spouse-absent, Craft-repair, No-en-familia, Asiatico-Pacifico-Isleno, Hombre,0,0,40, Philippines, <=50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Marido, Blanco, Hombre,0,0,60, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Hijo-unico, Blanco, Hombre,0,0,15, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,28, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
26, Federal-gov, HS-grad, Never-married, Adm-clerical, No-en-familia, Negro, Mujer,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Marido, Blanco, Hombre,0,0,35, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,65, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,39, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Marido, Blanco, Hombre,0,2042,10, United-States, <=50K
23, Private, 12th, Married-civ-spouse, Handlers-cleaners, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,3781,0,50, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, No-en-familia, Asiatico-Pacifico-Isleno, Mujer,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,4386,0,55, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Tech-support, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
77, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, No-en-familia, Blanco, Mujer,0,1944,1, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Marido, Blanco, Hombre,0,0,40, Guatemala, <=50K
60, ?, 9th, Married-civ-spouse, ?, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Craft-repair, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, No-en-familia, Blanco, Mujer,0,0,20, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Other-service, Hijo-unico, Blanco, Mujer,0,0,45, United-States, <=50K
30, Private, Some-college, Divorced, Craft-repair, No-en-familia, Blanco, Hombre,0,0,65, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Marido, Blanco, Hombre,0,0,48, United-States, >50K
30, Private, Prof-school, Widowed, Other-service, No-en-familia, Blanco, Hombre,0,0,35, United-States, <=50K
17, Private, 9th, Never-married, Other-service, Hijo-unico, Blanco, Mujer,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,15024,0,55, Canada, >50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Mujer, Blanco, Mujer,0,0,40, United-States, >50K
18, ?, 10th, Never-married, ?, Hijo-unico, Negro, Hombre,0,0,30, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
59, Private, 10th, Married-civ-spouse, Handlers-cleaners, Marido, Blanco, Hombre,3942,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, No-en-familia, Negro, Mujer,0,0,30, Jamaica, <=50K
26, Private, Assoc-voc, Divorced, Prof-specialty, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Widowed, Prof-specialty, Soltero-a, Asiatico-Pacifico-Isleno, Mujer,0,0,10, Japan, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,50, United-States, >50K
21, ?, Some-college, Never-married, ?, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Hijo-unico, Blanco, Hombre,0,0,24, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
19, ?, Some-college, Never-married, ?, Hijo-unico, Blanco, Mujer,0,0,20, United-States, <=50K
44, Private, Some-college, Separated, Prof-specialty, Soltero-a, Negro, Mujer,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Sales, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,35, Mexico, >50K
32, Private, Assoc-voc, Married-civ-spouse, Tech-support, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, No-en-familia, Blanco, Hombre,0,0,65, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,41, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
57, State-gov, Bachelors, Divorced, Machine-op-inspct, No-en-familia, Negro, Hombre,0,0,39, United-States, <=50K
22, State-gov, Some-college, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,15, United-States, <=50K
80, ?, HS-grad, Married-civ-spouse, ?, Marido, Blanco, Hombre,0,0,8, Canada, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,35, United-States, <=50K
40, Private, 11th, Separated, Machine-op-inspct, No-en-familia, Negro, Hombre,0,0,36, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-spouse-absent, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,50, United-States, <=50K
43, Private, HS-grad, Separated, Transport-moving, Soltero-a, Blanco, Mujer,0,0,44, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Marido, Negro, Hombre,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
24, ?, HS-grad, Married-civ-spouse, ?, Mujer, Blanco, Mujer,0,0,25, United-States, <=50K
49, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, >50K
26, Self-emp-not-inc, Some-college, Separated, Craft-repair, No-en-familia, Blanco, Hombre,0,0,30, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, No-en-familia, Blanco, Hombre,0,0,32, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Prof-specialty, No-en-familia, Blanco, Hombre,0,2258,50, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
23, Private, 11th, Separated, Prof-specialty, Hijo-unico, Blanco, Hombre,0,0,35, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Hijo-unico, Blanco, Hombre,0,0,36, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
63, State-gov, Some-college, Married-civ-spouse, Protective-serv, Marido, Blanco, Hombre,0,0,32, United-States, <=50K
25, Private, Bachelors, Never-married, Tech-support, No-en-familia, Blanco, Mujer,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
39, Private, Masters, Never-married, Prof-specialty, No-en-familia, Blanco, Hombre,0,0,60, United-States, >50K
28, Private, Some-college, Never-married, Tech-support, No-en-familia, Blanco, Mujer,4865,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,45, United-States, >50K
41, Local-gov, Assoc-voc, Divorced, Prof-specialty, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
52, Local-gov, Assoc-acdm, Divorced, Other-service, No-en-familia, Blanco, Mujer,4865,0,30, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,4064,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,1887,40, United-States, >50K
27, Private, 9th, Never-married, Other-service, Hijo-unico, Blanco, Hombre,0,0,50, Mexico, <=50K
32, Federal-gov, Some-college, Married-civ-spouse, Tech-support, Mujer, Blanco, Mujer,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Marido, Blanco, Hombre,99999,0,45, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,70, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Otro-familiar, Blanco, Hombre,0,0,30, Nicaragua, <=50K
60, Private, HS-grad, Divorced, Adm-clerical, Soltero-a, Blanco, Mujer,0,0,37, United-States, <=50K
47, Private, 11th, Married-civ-spouse, Other-service, Marido, Amerindio-esquimal, Hombre,0,0,36, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,60, United-States, >50K
32, Local-gov, Masters, Never-married, Prof-specialty, No-en-familia, Blanco, Hombre,0,0,50, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, No-en-familia, Blanco, Hombre,0,1504,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Otro-familiar, Blanco, Hombre,4386,0,45, United-States, >50K
36, Local-gov, HS-grad, Never-married, Other-service, Soltero-a, Negro, Mujer,0,0,70, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,20, United-States, <=50K
59, Private, 10th, Widowed, Machine-op-inspct, No-en-familia, Blanco, Hombre,0,0,52, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Machine-op-inspct, No-en-familia, Blanco, Hombre,0,0,10, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,5013,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Mujer, Negro, Mujer,5013,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,7298,0,40, United-States, >50K
28, Private, Some-college, Never-married, Sales, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
61, Private, Some-college, Divorced, Adm-clerical, Soltero-a, Blanco, Mujer,0,0,43, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, No-en-familia, Blanco, Mujer,0,0,60, United-States, <=50K
31, Private, 9th, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
38, Self-emp-not-inc, 11th, Divorced, Exec-managerial, No-en-familia, Blanco, Hombre,0,0,55, United-States, <=50K
21, Private, 9th, Never-married, Handlers-cleaners, Otro-familiar, Blanco, Hombre,0,0,40, Mexico, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Hijo-unico, Blanco, Hombre,0,0,50, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,1887,40, United-States, >50K
53, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,48, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Mujer, Blanco, Mujer,0,0,24, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,50, United-States, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,65, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,50, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,4386,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Sales, Otro-familiar, Blanco, Hombre,0,0,48, United-States, <=50K
28, Local-gov, HS-grad, Separated, Adm-clerical, No-en-familia, Blanco, Mujer,5721,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Divorced, Sales, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Protective-serv, No-en-familia, Negro, Hombre,0,0,60, United-States, >50K
43, Private, Bachelors, Never-married, Prof-specialty, No-en-familia, Blanco, Hombre,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, No-en-familia, Blanco, Mujer,0,0,50, United-States, <=50K
46, Private, 11th, Divorced, Handlers-cleaners, Soltero-a, Negro, Mujer,0,0,40, United-States, <=50K
49, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,45, United-States, >50K
31, Private, 10th, Never-married, Other-service, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
